reviewer_name,review_text,movie_name
Jay Carr,"Flaws notwithstanding, you've got to salute the size and richness and technical dazzle that sustain Mann's impressive vision.",Heat
Peter Keough,"The Martin Scorsese film we've been looking forward to this year is by Michael Mann. Had it been about half an hour and three or four subplots shorter it might have been on the level of Goodfellas. As it is, it's as long as Casino but far more engrossing.",Heat
Rene Rodriguez,"Heat is icier than it is fiery, though as this movie proves, ice too can burn. It’s a simple cops-and-robbers tale writ larger than life by its powerhouse cast and by writer-director Michael Mann, who refuses to play by the rules of the form.",Heat
Jack Mathews,"It is huge commercial grandstanding by all involved, and will satisfy no one hoping for a mano-a-mano acting clinic. But hey, it could have been Nick Nolte and Eddie Murphy.",Heat
Mark Jenkins,"Heat may be something different for Mann, but in the larger context of Hollywood it’s mostly more of the same.",Heat
Jason Margolis,It is this attention to detail and character development that enriches this film to a higher level and may also bore your typical action film fan to tears.,Heat
Steve Persall,"Pacino and De Niro don't need gunpowder to heat up a screen, just something more inspiring than Heat. Those guys should make a movie together sometime.",Heat
Terry Lawson,"Mann understands what too many directors, impressed by their credentials, do not; when Pacino and De Niro talk, the audience listens. We don't need to be browbeaten. Mann extends that respect for all of Heat.",Heat
Thelma Adams,"Occasionally, Heat rises to the level of good slush TV, but when Mann succumbs to De Niro and Pacino worship and takes himself too seriously, the results are lukewarm.",Heat
Cory Woodroof,"Pete Docter is one of the best directors in animation history for a reason, as his second film is a definitive work in the medium.",Up
Sean Axmaker,"... a film of whimsy and wonder, mixing Jules Verne imagination with the bubble-gum colors of a children’s picture book and Pixar’s trademark bouncy humor, all stirred with memories of childhood dreams.",Up
Brian Eggert,"Pixar’s clarity of purpose astounds. Flawlessly evocative, the film’s joys are so very joyful and the saddening moments ever so tender.",Up
Mike Massie,A perfect blend of visual designs and imaginative storytelling.,Up
Jason Best,"First Up gently tugs at your heartstrings, then it sends you soaring aloft.",Up
Richard Propes,An absolute triumph.,Up
Sergio Benítez,"'Up' is an adventure from start to finish that... deals with many things that complement each other, making up a whole that would be impossible not to consider a masterpiece. [Full Review in Spanish]",Up
Debbie Lynn Elias,There is not a moment in this film where there's not a smile on your face or in your heart...24 kt. Oscar gold.,Up
Matt Brunson,"Here's a movie that ultimately goes to the dogs (Dug!), and it still deserves enthusiastic thumbs up.",Up
Mattie Lucas,"A perfect blend of humor and heart, mixed with rousing adventure and spectacular animation.",Up
Micheal Compton,A delightful and touching experience that isn't just one of the best films from the studio -- it's the best film to date in 2009.,Up
Rachel Wagner,Up is a perfect movie.,Up
Kaleem Aftab,"Yet, with the story perfectly setup for a classic adventure, the film quickly runs out of ideas and drowns in a series of sentimental clichés.",Up
Eileen Jones,"Truthfully, it was only the bird and the dog that saved me from bolting out of the theater. They rated some laughs.",Up
Brandy McDonnell,"The geniuses at Disney/Pixar continue to elevate the art of the animated film with Up, their latest cinematic achievement.",Up
Brian D. Johnson,"With Up, Disney/Pixar continues to set the bar for animated features.",Up
Kristian M. Lin,"Up is funny, heartfelt, and never less than entertaining.",Up
Aaron Mesh,"Whatever brainstorming session came up with Up allowed Docter and co-director Bob Peterson to grapple not only with old age, but with the kind of maturity rarely broached by cartoons.",Up
Al Alexander,"It's quite simply the best Pixar yet, seamlessly melding stirring emotions and thrilling adventure into a classic tale about letting go of the past and embracing the moment.",Up
Alan Jones,Up is breathtaking in its imaginative detail and astonishing in its emotional range.,Up
Allan Morrison,"A moving, mature and socially responsible production which emphatically reveals the power and promise latent in Hollywood and made visible only when its unique resources are properly used.",To Kill a Mockingbird
Keith Garlington,It’s a multifaceted story that’s told with a great visual and technical style and that isn’t ashamed to address the deep-rooted problems of that day.,To Kill a Mockingbird
Anton Bitel,"After the film's pivotal court case is over, a coda takes place on one long October night, in which all the film's themes of crime, prejudice and scapegoating come together in a moment of autumnal horror.",To Kill a Mockingbird
Sarah Brinks,"Atticus is certainly an idealistic character, but he is also a struggling father and lawyer. Gregory Peck's performance in the film is perfect for the character.",To Kill a Mockingbird
Joanne Laurier,"The movie takes on a new significance, however, in light of the toxic arguments of contemporary identity politics advocates.",To Kill a Mockingbird
Marlene Matouk,"It's so very dramatic and dynamic; it's homey without being corny, it's excellent entertainment on any level.",To Kill a Mockingbird
Nicholas Bell,"As it stands, the film is one of the most significant examples of historical horror in the American classic film canon.",To Kill a Mockingbird
Richard Propes,One of the greatest films of all-time.,To Kill a Mockingbird
Matt Neal,"Atticus Finch is a film hero in a way we don't often think about - resilient, caring, empathetic, loving, dignified, and keen to make a better world.",To Kill a Mockingbird
Mike Massie,"Most of the film's distinction can be attributed to the story itself, which is so masterfully orchestrated that it's difficult not to be affected by the potency of its themes.",To Kill a Mockingbird
Clyde Gilmour,"The result is a rare movie, a bit too slow in spots but deeply persuasive, decent-minded but never sanctimonious.",To Kill a Mockingbird
Rachel Wagner,I think it is one of the best book to movie adaptations that has ever been done.,To Kill a Mockingbird
Dennis Schwartz,Solid social conscience drama.,To Kill a Mockingbird
Andrew Collins,"A fine, moving, informative period piece for all ages, To Kill a Mockingbird is as much an abiding favourite as the book.",To Kill a Mockingbird
Kate Muir,"Peck's performance, in tortoiseshell glasses and a cream linen suit, is mesmerizing and serious.",To Kill a Mockingbird
Andrew Sarris,"""To Kill a Mockingbird"" relates the Cult of Childhood to the Negro Problem with disastrous results.",To Kill a Mockingbird
Unknown reviewer,"Gregory Peck stays beautifully within the character of the bespectacled, widowed man, but with its episodes unevenly joined, the script is too repetitive and long.",To Kill a Mockingbird
Marc Lee,"As Mulligan so deftly demonstrates, the story is in the characters, their failings and fragility, their heroism and nobility of spirit.",To Kill a Mockingbird
Kevin Carr,"I got so much more from this story as an adult, and it's a shame that my adolescent stubbornness kept me from the movie for so many years.",To Kill a Mockingbird
Eric Melin,"Because the story is related through young Scout and Jem, that childhood wonder and fear is never close behind.",To Kill a Mockingbird
Emma Wolfe,"Temper your expectations for this one -- the gore is fun, [and it's] visually beautiful, but it's very surface level.",The Sting
Murjani Rawls,"Sometimes, the jokes land, and the premise might show promise. Otherwise, Sting will not make you fearful of eight-legged creatures more than you already might be.",The Sting
Aglaia Berlutti,"Kiah Roache-Turner's ""Sting"" takes the idea of an arachnid attack to analyze several underlying themes. More effective as a dark horror comedy than a typical genre film, it is also a rare insight into deep fear and primal urges. [Full Review in Spanish]",The Sting
Sean Burns,Basically like 'E.T.' except if Elliott had instead befriended a venomous space insect that wanted to eat Drew Barrymore.,The Sting
Nestor Bentancor,"A relentlessly fun horror comedy that delivers a small but powerful bite that can kill a monstrous boredom.
[Full Review in Spanish]",The Sting
Josiah Teal,Sting sells itself quickly in the introduction and never lets up from the wonder of moviemaking.,The Sting
Alan French,"Making for a fun throwback to creature features of the 1950s. Focusing on a very hungry spider creates a sense of menace throughout the movie. However, some rough pacing and the reliance on CGI make Sting too uneven.",The Sting
Dennis Harvey,"The basic elements here are formulaic, but they’re handled with considerable vigor, and a sense of humor.",The Sting
Candice McMillan,"Sting makes spiders scary again, standing as its own breed in the genre ... a creepy crawly, squirm-in-your-seat ride.",The Sting
Cody Leach,Sting is a fun and effectively creepy creature feature. The alien/arachnid approach changes up the creepy crawly formula enough to feel fresh. Too many of the characters were over-the-top caricatures to be a complete home-run.,The Sting
Tyler Smith,"For some reason, the spider is never truly frightening.",The Sting
Josh Goller,"Writer-director Kiah Roache-Turner’s arachnid creature feature has elements that work, but it can’t quite weave them all together into something with the lasting power of a film like Arachnophobia.",The Sting
Thom Ernst,"Roache-Turner infuses the film with creature-feature, B-movie sensibilities, a skill Australian filmmakers have mastered and which turn out to be better than anticipated.",The Sting
Jonathan DeHaan,"Sting is a classic monster movie, jam-packed with killer moments of arachnid mayhem, a stacked-roaster of kooky characters, and brilliantly bugged-out special effects.",The Sting
Jarrod Jones,"With Sting, Kiah Roache-Turner has cobbled together his most modestly realized horror movie pastiche yet, blending Wētā Workshop creature effects with a family drama that gives some weight to its gooey kills.",The Sting
Jordy Sirkin,"A promising premise that could have been packed with lots of fun gags feasting on your arachnophobia, but unfortunately, it's a spidey tale without much bite.",The Sting
Abbie Bernstein,Never trust an alien spider.,The Sting
Kristian M. Lin,[Sting] just barely manages to inject some freshness into the killer-spider subgenre.,The Sting
Dan Murrell,"While it’s not an all-time classic, it is a fun and breezy 90-minute watch with some great gore moments, cheeky set-up and pay-off sequences, and genuinely good performances from a talented cast.",The Sting
Luke Y. Thompson,"Sting may be as predictable as any slasher movie, but delivers enough of the spider-goods to satisfy, up to and including the inevitable sequel tease.",The Sting
Angelos Koutsourakis,"Equally important is that the film avoids oversimplistic condemnations of the Iranian regime, showing that oppression can be propagated unconsciously, even by those who are at the bottom of society.",A Separation
Keith Garlington,It touches on a reality of life that transcends any political or cultural barrier while also offering some thought-provoking insight into the religious laws and social structure of that part of the world.,A Separation
Brian Eggert,A Separation stimulates discussion about how the characters behave and how we feel about their choices.,A Separation
David Bax,A Separation is an educational and sympathetic inside look at the way things work in Iran...,A Separation
David Walsh,A Separation provides one of the few glimpses that Americans and others in the West will have into the reality of Iranian life.,A Separation
Jordan M. Smith,"Rarely are family dramas as thematically or structurally complex as A Separation. Pair that with the fact that it is very well acted and intelligently photographed, and you have an extraordinary film.",A Separation
Richard Propes,"The beauty of A Separation, and what one can only hope will help sell it to American audiences, is the universality of its themes, messages and conflicts.",A Separation
Rachel Wagner,A stressful watch but worthwhile look at 2 marriages in Iran,A Separation
Felicia Feaster,"For fans of the sort of world cinema that plunges you into the essence of life in another reality, A Separation is an intense, immersive dip into contemporary Iranian life.",A Separation
Katie Smith-Wong,"[T]he X Factor in A Separation lies with its cast, bringing the extraordinary out of the seemingly ordinary.",A Separation
Mattie Lucas,Farhadi discovers simple yet deeply human truths - that the divides that so often separate us can seem so impossibly wide are never quite as far as we imagine.,A Separation
PJ Nabarro,"Cleverly, A Separation doesn't conspicuously proselytise about its socio-political import; it is largely concerned with matters of the family that to some degree are universal",A Separation
Stephen Saito,"The quiet, staggering power of ""A Separation"" is in the realization that navigating the politics of government or of family are tasks of equal scale and equally treacherous.",A Separation
Kelly Jane Torrance,"Just as nuanced, but with a bigger emotional punch, is the rest of this Rashomon-like tale of right and wrong, life and death, actions and consequences, all of which reveal various particulars of life in Tehran.",A Separation
Kiko Martinez,Writer/director Asghar Farhadi delivers a complex and honest portrayal of two families in modern-day Tehran. It is a challenging and heartbreaking film that deserves an audience.,A Separation
Joseph Walsh,The complexity of the characters is wonderful; as a viewer you in one scene enraged at their actions then following a plot twist in the next scene you are wholeheartedly sympathizing with them.,A Separation
Eve Tushnet,A Separation is a deeply empathetic movie. It feels for all of its characters even as they act in self-serving or self-deceiving ways.,A Separation
John Powers,"A Separation is a movie that keeps expanding, like one of those paper pellets that, when you drop it in water, blossoms into a flower.",A Separation
Laura Hiros,Simply exceptional. [Full review in Spanish],A Separation
Steve Erickson,"With ""A Separation,"" Iranian director Asghar Farhadi has managed something increasingly difficult and unusual - pleasing audiences both at home and in the West.",A Separation
Matt Brunson,Indiana Jones and the Last Crusade closed the decade in style.,Indiana Jones and the Last Crusade
Tim Brayton,"An awfully good and deliciously watchable popcorn movie, made by probably the single most reliable director of popcorn movies in the history of American cinema, when he was still pretty close to the peak of his powers.",Indiana Jones and the Last Crusade
Sebastian Zavala Kahn,"While the first instalment is a visceral and unexpectedly violent adventure, ""The Last Crusade"" is a gentler experience, more concerned with softening Indy's character through his relationship with his father. Full review in Spanish.",Indiana Jones and the Last Crusade
Candace Wiggins and Tia Nikolopoulas,"[It's] a rip-snorting, action-packed adventure. It is fun. It is exhilarating. It has all the elements you want -- the hero, the trustworthy friends, the villains, the father's love, the damsel, the action, the cliffhangers, the prize.",Indiana Jones and the Last Crusade
Roger Ebert,"As I watched it, I felt a real delight, because recent Hollywood escapist movies have become too jaded and cynical, and they have lost the feeling that you can stumble over astounding adventures just by going on a hike with your Scout troop.",Indiana Jones and the Last Crusade
Nathan Paige,"If Steven Spielberg and George Lucas were never born, the world would be a little less exciting.",Indiana Jones and the Last Crusade
Caryn James,"Of the three Jones films, The Last Crusade may well become the sentimental favorite, the Indiana to end them all.",Indiana Jones and the Last Crusade
Jeff Simon,All concerned say that this is the end of Indiana Jones the end the series that began with Raiders of the Lost Ark. I'm not buying it. This thing looks as if it was almost as much fun to make as it was arduous.,Indiana Jones and the Last Crusade
Chris Hicks,"It's impossible to recapture the joy and wonder of seeing a superlative picture like Raiders for the first time, but to his credit Spielberg comes very close.",Indiana Jones and the Last Crusade
Jack Garner,"River Phoenix, meanwhile, has a few marvelous moments as the adolescent Indiana Jones in the film's fabulous 16-minute prologue.",Indiana Jones and the Last Crusade
Richard Schickel,"I think this last installment in the popular series, made with the same care, conviction and energy as the first, but orchestrating the elements of a delicious formula at a still higher level of sophistication, may well be the best of his best.",Indiana Jones and the Last Crusade
Ron Larsen,"Excesses notwithstanding, The Last Crusade’s debits are far outweighed by its credits. Chief among them is the film’s riveting 16-minute opening sequence, which serves as a combination prologue/prequel to the entire series.",Indiana Jones and the Last Crusade
Bruce R. Miller,"It's a shame that Spielberg and Ford say this is going to be the last Indiana Jones. There's so much life in this, the third installment, it could fuel several more.",Indiana Jones and the Last Crusade
Harper Barnes,"You suspect this movie Is going to be a great deal of fun from the very beginning, when River Phoenix, as the young Indiana Jones, snatches a jeweled cross from grave robbers and flees with it.",Indiana Jones and the Last Crusade
Rick Chatenever,"People who like action for its own sake will think this movie's great. As for people who think there should be something more than action -- that it should signify or symbolize or say something -- they'll think it's great, too.",Indiana Jones and the Last Crusade
Bob Thomas,"You could play the cynic and say it is an outrageous piece of audience manipulation. Or, you could say that it is a thrilling exercise in pure cinema. Why not the latter?",Indiana Jones and the Last Crusade
Dennis King,verall it’s a cunning expertly made film that proves itself a lavish entertainment. Its mixture of blithe silliness and heart-racing action makes keeping up with the Jones a joyful and exhilarating experience.,Indiana Jones and the Last Crusade
Terry Orme,The repartee between Ford and Connery provides a nice balance to Spielberg's magically choreographed action. The actors make it all look so easy and are obviously enjoying the verbal jousting.,Indiana Jones and the Last Crusade
Terry Lawson,"One of the things that made Raiders such a delight was the way he was able to recapture the B-movie thrills of the old-time serials in A-movie style, and The Last Crusade accomplishes that as well, as its two-hours-plus speed by in a breathless rush.",Indiana Jones and the Last Crusade
Fred Lutz,"With [Last Crusade], Steven Spielberg has regained the inspired sense of humor that made Raiders of the Lost Ark such fun. He demonstrates convincingly that he has no peer among directors today when it comes to the humorous approach to action-adventure.",Indiana Jones and the Last Crusade
Nestor Bentancor,"Nothing lasts forever... except for this cinematic party that keeps welcoming us to one of the best action and christmas movies ever. 
[Full Review in Spanish]",Die Hard
Stephanie Archer,"One of the most divisive holiday classics, the argument on whether John McTiernan's Die Hard is a Christmas movie, finds its way to the forefront every year. For myself, the truth is indisputable. Die Hard is a Christmas film - no, a Christmas classic.",Die Hard
David Hogan,"To say Die Hard still holds up is an understatement: charismatic protagonist and antagonist, great action set pieces, well paced and a top class finale. It’s no wonder so many other films and TV series continue to “do a Die Hard”, it’s still hard to top.",Die Hard
Chase Hutchinson,"Top to bottom, it is just endlessly entertaining and well-crafted with outstanding work from all involved. No matter how much action movies have continued to grow, this will always be the cinematic elder statesman that can scrap with the best of them.",Die Hard
Nick Schager,"That’s right, I’m saying it, loudly and proudly, since John McTiernan’s 1988 action classic isn’t just set at Christmastime—it embodies the very spirit of the holiday.",Die Hard
Brian Eggert,"The gold standard for action filmmaking; what action movie tropes Die Hard doesn't follow, it reinvents or altogether originates, and all of them have yet to be bettered.",Die Hard
Cory Woodroof,Give Die Hard a fresh spin this year; it's the most joyous Christmas film of all!,Die Hard
Andrew Galdi,I really appreciated the interpersonal relationship between him and his wife. It wasn't slow but it was taking its time.,Die Hard
Avaryl Halley,[It] may be the best action movie EVER.,Die Hard
Tom Meek,"It's another anti-cheer holiday selection, but one that keeps on giving - rewatchable sans saturation...",Die Hard
Samuel R. Murrian,"Sometimes-more often than not, even- a script with many hands on it becomes a case of too many cooks. With Die Hard, competing experienced creatives produced a film that works on multiple levels.",Die Hard
Matt Brunson,"Still the prototype of the modern action yarn -- its status was secured so rapidly that subsequent action romps were invariably described as ""Die Hard on a train / plane / bus / zeppelin / tricycle / what-have-you.""",Die Hard
Sarah Brinks,"Die Hard is not only an excellent action film, it is an excellent film overall and its ability to stand the test of time and still hold up is admirable.",Die Hard
Mike Massie,"A spectacularly thrilling film, possessing enough brains to match its brawn.",Die Hard
Brian D. Johnson,"The picture is extremely violent: bombs go off, bullets rip through flesh, heads are slammed against steel. But Die Hard is also smart, satirical-and, in an odd way, heartwarming.",Die Hard
Sergio Benítez,The director's spectacular ability to compose the plans and take advantage of the full range of the panoramic format possibilities. [Full Review in Spanish],Die Hard
Peter Bradshaw,"It's a glorious scene-stealer for Alan Rickman, though it's a credit to Willis's cheeky charisma that his scene is not in fact stolen.",Die Hard
Niall Browne,Die Hard is a great example of the Hollywood studio system getting moviemaking right - the film is a perfect storm of story and talent coming together.,Die Hard
Sean Mulvihill,Die Hard still feels as fresh and thrilling as the first time it screened.,Die Hard
Leigh Paatsch,"From the superb pacing through to the sarcastically sinister villainy of Alan Rickman, this remains a crucial template for the modern action film.",Die Hard
Sakhi Thirani,The ruthless competition and unfair stress children have to face is poignantly critiqued through the vulnerability that Safary's portrayal of Ishaan delivers.,Like Stars on Earth
Rachel Wagner,I fell in love with Aamir Khan in this movie,Like Stars on Earth
Khalid Mohamed,"Above all, the amazingly confident child actor Darsheel Safary is the li'l big champion here.",Like Stars on Earth
Shubhra Gupta,"Frst-time actor Darsheel Safary, all buck teeth, expressive frowns, and wide smiles, lights up the screen.",Like Stars on Earth
Nikhat Kazmi,"What uplifts the film is its very simplicity, sensitivity and its performances.",Like Stars on Earth
Manish Gajjar,"On the whole, Taare Zameen Par touches your heart and moves you deeply with its sterling performances.",Like Stars on Earth
Jaspreet Pandohar,An inspirational story that is as emotive as it is entertaining.,Like Stars on Earth
R. Paul Dhillon,"Bollywood's attempts at making socially relevant films usually end up preachy, but superstar-actor-turned-first-time-director Khan hits the bull's-eye with this minimalist story of a boy struggling with dyslexia.",Like Stars on Earth
Sarah-Jane Lamont,"Although a little long at 165 minutes, the importance of the subject matter justifies a well-developed resolution and the pulsating musical numbers also work to break up the dramatic tension.",Like Stars on Earth
Gautaman Bhaskaran,"Acting honors clearly belong to Safary, who is brilliant.",Like Stars on Earth
Raam Tarat,"As is usual for Khan, this movie also has a message -- not just entertaining us, but enlightening us too.",Like Stars on Earth
Sean Axmaker,"Yes, this is a musical about overcoming dyslexia, but it's also about nurturing creativity and the pressure that the culture of success has put on children...",Like Stars on Earth
Sudhish Kamath,It doesn't take more than the first 20 minutes to establish that Aamir Khan has arrived as one of the finest filmmakers in mainstream Hindi cinema today.,Like Stars on Earth
Derek Elley,"So resolutely caring -- and devoid of real drama and interesting characters -- that it should have ""approved by the Dyslexia Assn."" stamped on the posters.",Like Stars on Earth
Wendy Ide,"Very cartoonish, but still quite a lark, with lots of Ritchie’s kinetic directorial style.",Snatch
Allison Rose,"As Ritchie's second feature film, Snatch is well done and shows inklings of the master craftsman he will eventually become.",Snatch
Sergio Benítez,It is unquestionable that the script and direction are of an impressive level that places the filmmaker as one of the most eloquent writers and brightest narrators that emerged from the perfidious Albión in the last two decades. [Full Review in Spanish],Snatch
PJ Nabarro,"A thoroughly competent, pulpy gangster pastiche.",Snatch
David Ansen,"With this morbidly bouncy black comedy Ritchie finds a sneaky way to avoid sophomore slump: by passing his freshman tests all over again. And now for something completely different, please.",Snatch
James Plath,An entertaining romp of a crime caper flick that wants to be funny more than it wants to be dangerous or mysterious.,Snatch
M. Faust,"Eccentric characters, lively banter, adults only.",Snatch
Matthew Pejkovic,"Snatch uses and abuses the template of its breakthrough predecessor, elevates it, and delivers an equal, if not better, version of a film we have all seen before, yet much better the second time around.",Snatch
Unknown reviewer,"Of the ensemble, only Pitt truly shows his class, delivering an amusing yet emotive performance amongst a group of actors who -- at best -- are pandering to laddish culture.",Snatch
Lisa Alspector,"Ritchie may be skilled at generating controlled chaos, but his surprise-a-minute strategy ultimately holds no surprises.",Snatch
Jeffrey M. Anderson,"It's a twisting, witty, and wise crime-boxing story about the hunt for a huge diamond and a prizefighter who can't take a fall.",Snatch
Wally Hammond,"Ritchie's follow-up to Lock, Stock is an even more craftily concocted underworld entertainment, helped no end by the casting of Pitt as the bare-knuckle boxer Mickey.",Snatch
David Nusair,"...an ideal follow-up to writer/director Guy Ritchie's debut effort, Lock, Stock and Two Smoking Barrels.",Snatch
Michael Dequina,"Snatch is a full-throttle comedic crime caper that more than resembles Lock, Stock... yet remains a rollicking good time in its own right.",Snatch
Unknown reviewer,,Snatch
Philip Martin,"Madonna's husband is a dervish in the editing room, and he's not ashamed to have nicked most of the conventions of American noir.",Snatch
Jeffrey Westhoff,"Fortunately, the drop in entertainment value from one Ritchie film to the next isn't as steep as the drop in originality.",Snatch
Jeffrey Overstreet,It's rather like the favorite pastime of this movie's villain ... throwing wild dogs into a pit and watching them fight until there's only one left standing.,Snatch
Spence D.,"This is a swift, sharp picture that pleases the senses on all levels, ranging from the visual to the aural, the linguistic, and yes even the intellectual.",Snatch
Eugene Novikov,"There's just not a lot of fun to be had here. The plot is too convoluted, too filled with double-reversals and twists for us to turn our brains off, relax and watch Guy Ritchie's kinetic visual style.",Snatch
Ryan McQuade,All these ideas and issues are conveyed even more powerfully on film than watching it in a theater...,Hamilton
Rosa Parra,The phenomena that's been the topic of conversation for the past few years is a must watch. Friendly reminder on why Lin Manuel Miranda is a genius.,Hamilton
David Reddish,"Perhaps because of the concert format, and because so many of the songs arent scenes in the traditional sense, the plot also becomes difficult to follow in places.",Hamilton
Victoria Luxford,"The concept is far from being a gimmick, it is a living, heart-stopping masterpiece that uses culture of the present to tell stories from the past.",Hamilton
Robin Holabird,"Hamilton warrants this extra attention because while the play talks history, it also created history with a flashy, fun approach to musical entertainment.",Hamilton
Greg Cwik,"There is an implicit experience of theater...one that makes Hamilton enjoyable to the degree that it is, and one that does not translate, here, to film.",Hamilton
Eddie Harrison,"...this neither-fish-nor-fowl version, capturing theatrics not adapted for film, isn't what we need right now...",Hamilton
Cate Young,One of the benefits of the film is how much additional visual information is added to the experience of the story. The cast album is its own entity.,Hamilton
Matt Brunson,Musical theater par excellence.,Hamilton
Mark Meszoros,"This almost goes without saying because it is so unsurprising: This cinematic representation of Hamilton is, like the work itself, absolutely terrific.",Hamilton
Kristen Maldonado,"Telling the story of America then with a diverse cast representing America now, [Hamilton] really transports you with its incredible visuals and performances.",Hamilton
Richard Crouse,"Miranda's daring, genre busting show speaks for itself, often with beautiful tongue-twisting wordplay, and doesn't need flashy cinematic theatrics to bolster what is already a provocative and timely story of creating a union where none existed.",Hamilton
Amelia Emberwing,This taping does a remarkable job showcasing the play in a new way-even if you've already seen it on stage.,Hamilton
Maureen Lee Lenker,"On film, Hamilton feels every bit as fresh, invigorating, intoxicating, and revolutionary as it did when it premiered five years ago.",Hamilton
Josh Spiegel,"Historical weightiness aside, Hamilton is simply fun.",Hamilton
Eleanor Bley Griffiths,"It's fantastic to have a filmed version that gets as close to putting us ""in the room where it happens"" as it's possible to get.",Hamilton
Sean O'Connell,"The show, against all odds, lives up to its hype.",Hamilton
Ben Pearson,"This is a stage show with cameras capturing the action, and while I appreciated seeing it, I felt like there were missed opportunities to editorialize a little more and draw deeper visual connections than what the proscenium of a stage could provide.",Hamilton
Neil Smith,Do not throw away your shot at watching Hamilton's original cast both make and recreate history. 'Satisfied'? You will be.,Hamilton
Robert Roten,"This two and a half hour movie covers a lot of events that happen over a period of many years, but it manages to do all this at a very lively pace. The songs, both rap and more traditional theatrical songs are well-written and performed.",Hamilton
Dimitris Passas,"L.A. Confidential‘s representation of a long-gone era in Los Angeles is exemplary, and the 1950s are enlivened on screen in an accurate and opulent manner.",L.A. Confidential
Keith Garlington,"The flawless ensemble..., the masterfully written story, the vibrant yet gritty vision of 1950s LA - most everything clicks in this fittingly cynical and undeniably seductive period crime thriller that still maintains its style and sizzle.",L.A. Confidential
Dan DiNicola,The best and richest crime-cop drama in decades... This is an instant classic.,L.A. Confidential
Stephen Silver,"One of the best cop films, L.A. films, and 1950s-set films. It’s also the best movie most of its cast and crew have ever been associated with. (25th anniversary)",L.A. Confidential
Quentin Falk,"Darker than piping hot coffee and more hard-boiled than a picnic egg, here's a colourfully brutal, thriller which might have been hewn from Hollywoods golden heyday.",L.A. Confidential
Ella Taylor,A masterfully smart and soulful film that bows low before genre even as it betrays it.,L.A. Confidential
Eleanor O'Sullivan,"Danny DeVito plays vile Sid for more laughs than such a sleazy type deserves, while Kim Basinger portrays a woman disappointed by life but still hopeful for salvation.",L.A. Confidential
Alison Gillmor,"The ensemble cast is flawless, anchored by two intense young Aussies, Russell Crowe and Guy Pearce.",L.A. Confidential
Henry Sheehan,"Adapted from a novel said to be unadaptable and set in a genre that has seemed increasingly played out, it brings clarity and life to its art and to life. That's a pretty good definition of a masterpiece, isn't it?",L.A. Confidential
Dann Gire,"One of the toughest, freshest movies of the year.",L.A. Confidential
Jeff Simon,"All the cops are corrupt in different ways. But as the murk and muck of the story deepens and thickens, three of them rouse themselves out of their moral torpor and rediscover their vocation, if not exactly their honor.",L.A. Confidential
Jay Carr,"One of the things the film conveys, in addition to institutionalized corruption, is the energy and excitement of a city that knows it's on the move. L.A. Confidential is juicy dynamite.",L.A. Confidential
Bill Morrison,"Director Curtis Hanson, who adapted the novel with Brian Helgeland, has created a film that delivers in every way.",L.A. Confidential
Michael Dwyer,"Directed with vibrant panache by Hanson, L.A. Confidential is a terrific thriller, lean, taut and deeply involving, and rich in moral complexity.",L.A. Confidential
Dennis King,"With the relish of brazen headlines splashed across the top of a Police Gazette-type scandal sheet, L.A. Confidential peers seductively into the dark heart of the city and conjures up a grand piece of hard-boiled entertainment.",L.A. Confidential
Wallace Baine,I loved this movie and respected its just-right blend of art and entertainment. Its lack of ironic self-consciousness and its insistence that its heroes be imperfect men of imperfect justice make this an exquisite noir experience.,L.A. Confidential
David Stratton,Dante Spinotti's widescreen camerawork and Jeannine Oppewall`s production design brilliantly recreate the somewhat tawdry world of a glamorous city which is starting to lose its glamour.,L.A. Confidential
Sean P. Means,"Hollywood has always been fascinated with the seamier side of Los Angeles. The lure of movie-star glamour has always drawn the strivers, schemers, seducers and swindlers. All are in abundance in LA Confidential.",L.A. Confidential
Joel E. Siegel,What makes it so compelling is the scope and richness of its design. One leaves it with the sense of satisfaction one feels after snapping into place the last piece of a brain-teasing jigsaw puzzle.,L.A. Confidential
Michael D. Reid,Most remarkable of all is the way the film's top notch cast is in sync with the noir style without drawing attention to themselves. Australian actors Crowe and Pearce are especially good.,L.A. Confidential
Nadine Whitney,The power of 1917 lies in its ability to tell a human story of a single mission and translate that into an account that encompasses the brutality of trench warfare.,1917
Manuel São Bento,"Edited to look like one continuous shot, 1917 is a mind-blowing technical achievement, elevated by Roger Deakins’ jaw-dropping cinematography, Thomas Newman’s emotionally powerful score, Sam Mendes' impeccable directing, and Lee Smith’s seamless editing.",1917
Paul Kanieski,"Without a doubt, 1917 is technically brilliant, visually stunning, and occasionally moving. If not for its lack of fully realized characters and a deeper story, it might have been a masterpiece.",1917
Peter Bell,"With a fresh, new approach, Mendes memorializes not only his grandfather, but all the brave soldiers of WWI, reminding viewers of the individual tragedies that comprise warfare.",1917
Amy Thomasson,"1917 can best be described as a mediocre war film. Yes, Deakins worked his usual magic with cinematography...McKay did an adequate job...sadly, we know very little about his character, and the film does not allow him to grow...",1917
Brian T. Carney,Sam Mendes’ technically dazzling and emotionally devastating World War I tale.../,1917
Dallas King,A technical marvel to behold that puts you right in the heart of war but ultimately leaves you emotionally cold to the resultant horror and heroics of the men involved.,1917
