adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,1,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,3082,tt0027977,en,Modern Times,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,8.159556,/m4ZCx2Iwr418IGPxRfoKnpumz9X.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Charles Chaplin Productions', 'id': 1315}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1936-02-05,8500000.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",Modern Times,False,8.1,881.0
False,,3800000,"[{'id': 18, 'name': 'Drama'}]",,10774,tt0074958,en,Network,A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit.,13.180457,/nFovf0eUlbdGRqjdxETFunUAtI0.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1976-11-01,23689877.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Not since the dawn of time has America experienced a man like Howard Beale!,Network,False,7.8,391.0
False,,103000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",,98,tt0172495,en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",23.186667,/6WBIzCgmDCYrqh64yDREGeDk9d3.jpg,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Red Wagon Entertainment', 'id': 14440}, {'name': 'Mill Film', 'id': 21904}, {'name': 'C & L', 'id': 21905}, {'name': 'Dawliz', 'id': 21906}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-05-01,457640427.0,155.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Hero Will Rise.,Gladiator,False,7.9,5566.0
False,,923000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,962,tt0015864,en,The Gold Rush,A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.,6.202041,/eQRFo1qwRREYwj47Yoe1PisgOle.jpg,"[{'name': 'Charles Chaplin Productions', 'id': 1315}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1925-06-25,2500000.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The World's Greatest Laughing Picture!,The Gold Rush,False,7.7,308.0
False,"{'id': 48317, 'name': 'The Man With No Name Collection', 'poster_path': '/lzUZptOL6iQqulMvhB2jfT5GepD.jpg', 'backdrop_path': '/uAkE1MAvFUiYjOllgDRndispKu3.jpg'}",600000,"[{'id': 37, 'name': 'Western'}]",,938,tt0059578,it,Per qualche dollaro in più,"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",13.295342,/o4y1dlqXFETChi1QW2TspfrCJ8e.jpg,"[{'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Produzioni Europee Associati (PEA)', 'id': 7508}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",1965-12-18,15000000.0,132.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"The man with no name is back... the man in black is waiting... a walking arsenal - he uncoils, strikes and kills!",For a Few Dollars More,False,7.8,988.0
False,,65000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/the-kid,4244,tt0219854,en,The Kid,"Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly -- with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.",15.045725,/bTsn3l3QLmtKGPnOkKWpLObOgu7.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-07-07,69700000.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Nobody ever grows up quite like they imagined.,The Kid,False,6.0,242.0
False,,4500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",http://www.requiemforadream.com/,641,tt0180093,en,Requiem for a Dream,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,6.874828,/muym4jTjdLx7E6as09d1wlC3sOB.jpg,"[{'name': 'Artisan Entertainment', 'id': 2188}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-10-27,7390108.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Requiem for a Dream,False,7.9,2525.0
False,,10000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,107,tt0208092,en,Snatch,"The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.",14.014025,/on9JlbGEccLsYkjeEph2Whm1DIp.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Screen Gems', 'id': 3287}, {'name': 'SKA Films', 'id': 13419}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-09-01,83557872.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Stealin' Stones and Breakin' Bones.,Snatch,False,7.7,2953.0
False,,9000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",http://www.otnemem.com/,77,tt0209144,en,Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",15.450789,/fQMSaP88cf1nz4qwuNEEFtazuDM.jpg,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Newmarket Capital Group', 'id': 506}, {'name': 'Team Todd', 'id': 598}, {'name': 'I Remember Productions', 'id': 34446}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-10-11,39723096.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some memories are best forgotten.,Memento,False,8.1,4168.0
False,,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,111,tt0086250,en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",11.299673,/zr2p353wrd6j3wjLgDT4TcaestB.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-12-08,65884703.0,170.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The world is yours...,Scarface,False,8.0,3017.0
False,"{'id': 137696, 'name': 'Monsters, Inc. Collection', 'poster_path': '/8xHtCUKfre8b4tkpUWU1y67Cnqr.jpg', 'backdrop_path': '/uzKkKhTWGSEdsN2rYanJTVAyTLi.jpg'}",115000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/monsters-inc,585,tt0198781,en,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",26.419962,/93Y9BGx8blzmZOPSoivkFfaifqU.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-11-01,562816256.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,We Scare Because We Care.,"Monsters, Inc.",False,7.5,6150.0
False,,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://www.die-fabelhafte-welt-der-amelie.de,194,tt0211915,fr,Le fabuleux destin d'Amélie Poulain,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",12.879381,/f0uorE7K7ggHfr8r7pUTOHWkOlE.jpg,"[{'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Claudie Ossard Productions', 'id': 592}, {'name': 'MMC Independent', 'id': 4411}, {'name': 'Canal+', 'id': 5358}, {'name': 'Tapioca Films', 'id': 12000}, {'name': 'Sofica Sofinergie 5', 'id': 23446}, {'name': 'Victoires Productions', 'id': 25020}, {'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 27897}, {'name': 'Union Générale Cinématographique (UGC)', 'id': 30994}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2001-04-25,173921954.0,122.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,One person can change your life forever.,Amélie,False,7.8,3403.0
False,"{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/p4UokEk2XnjjRTdXGe6DLYXlbI1.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'}",93000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",http://www.lordoftherings.net/,120,tt0120737,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",32.070725,/bxVxZb5O9OxCO0oRUNdCnpy9NST.jpg,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'The Saul Zaentz Company', 'id': 5237}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-12-18,871368364.0,178.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One ring to rule them all,The Lord of the Rings: The Fellowship of the Ring,False,8.0,8892.0
False,,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.abeautifulmind.com/,453,tt0268978,en,A Beautiful Mind,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",11.93646,/4SFqHDZ1NvWdysucWbgnYlobdxC.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-12-11,313542341.0,135.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,I need to believe that something extra ordinary is possible...,A Beautiful Mind,False,7.7,3087.0
False,,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",,37257,tt0051201,en,Witness for the Prosecution,"When Leonard Vole is arrested for the sensational murder of a rich, middle-aged widow, the famous Sir Wilfrid Robarts agrees to appear on his behalf. Sir Wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits – but the lure of the criminal courts is too much for him, especially when the case is so difficult.",9.730217,/heY0CCUqN4DY3X30thssZkvWZwx.jpg,"[{'name': 'Edward Small Productions', 'id': 13479}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1957-12-17,9000000.0,116.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The most electrifying entertainment of our time!,Witness for the Prosecution,False,8.1,278.0
False,,14500000,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",,9606,tt0293416,ja,Metropolis,"Duke Red has overseen the construction of a massive Ziggurat to extend his power across the whole planet. Tima, a robot-girl built in the image of his deceased daughter, is at the core of these plans. However, after escaping the Duke's clutches in a laboratory fire, she meets and befriends Kenichi, a boy who's traveled to Metropolis with his detective uncle in search of a scientist wanted for organ trafficking. Will her relationship with Kenichi, and the realization of the truth of her existence, change her destiny?",9.298092,/1EK7mGCpRKYmSg25FaojvnS9opm.jpg,"[{'name': 'Bandai Visual Company', 'id': 528}, {'name': 'Destination Films', 'id': 769}, {'name': 'Toho Company', 'id': 882}, {'name': 'DENTSU Music And Entertainment', 'id': 2752}, {'name': 'Tezuka Production Company Ltd.', 'id': 3196}, {'name': 'Madhouse', 'id': 4288}, {'name': 'King Record Co.', 'id': 4673}, {'name': 'Kadokawa Shoten Publishing Co.', 'id': 9068}, {'name': 'Sony Pictures Television', 'id': 11073}, {'name': 'Studio 4°C', 'id': 11671}, {'name': 'Imagica Corp.', 'id': 44803}, {'name': 'Metropolis Project', 'id': 44804}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2001-05-26,95789342.0,108.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Welcome to Metropolis,Metropolis,False,6.8,99.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,614,tt0050986,sv,Smultronstället,"Professor of medicine Isak Borg travels to Lund University in order to receive his anniversary title. Along the road he meets strangers and relatives, and in his dreams he is confronted with his own past as well as fear of insufficiency.",6.89416,/rFZf2vOWOb9eRtyfHeUI5gLylmL.jpg,"[{'name': 'Svensk Filmindustri (SF)', 'id': 6181}, {'name': 'The Criterion Collection', 'id': 10932}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1957-12-26,0.0,91.0,"[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Wild Strawberries,False,7.9,306.0
False,,250000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,548,tt0042876,ja,羅生門,"In ancient Japan a crime take place as told from three different travelers who have experienced the crime: a man being killed and his wife being raped. Which if any of the stories is true? An Akira Kurosawa film about morals, truth, and communication.",9.887355,/mwWJuktWk8z5OY4og0z48Jg4u3n.jpg,"[{'name': 'Daiei Motion Picture Company', 'id': 3214}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1950-12-26,96568.0,88.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,"The husband, the wife...or the bandit?",Rashomon,False,8.0,471.0
False,,15000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/spirited-away,129,tt0245429,ja,千と千尋の神隠し,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,41.048867,/ynXoOxmDHNQ4UAy0oU6avW71HVW.jpg,"[{'name': 'Studio Ghibli', 'id': 10342}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2001-07-20,274925095.0,125.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,The tunnel led Chihiro to a mysterious town...,Spirited Away,False,8.3,3968.0
False,,3700000,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,12477,tt0095327,ja,火垂るの墓,"In the latter part of World War II, a boy and his sister, orphaned when their mother is killed in the firebombing of Tokyo, are left to survive on their own in what remains of civilian life in Japan. The plot follows this boy and his sister as they do their best to survive in the Japanese countryside, battling hunger, prejudice, and pride in their own quiet, personal battle.",0.010902,/bwVhmPpydv8P7mWfrmL3XVw0MV5.jpg,"[{'name': 'Bandai Visual', 'id': 5844}, {'name': 'Studio Ghibli', 'id': 10342}, {'name': 'Shinchosha Company', 'id': 12521}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1988-04-16,0.0,89.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,"At 4 and 14, they tried to live on",Grave of the Fireflies,False,8.2,974.0
False,"{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/p4UokEk2XnjjRTdXGe6DLYXlbI1.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'}",79000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",http://www.lordoftherings.net/,121,tt0167261,en,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",29.423537,/wf3v0Pn09jnT5HSaYal7Ami3bdA.jpg,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'The Saul Zaentz Company', 'id': 5237}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-12-18,926287400.0,179.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A New Power Is Rising.,The Lord of the Rings: The Two Towers,False,8.0,7641.0
False,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,8392,tt0096283,ja,となりのトトロ,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",13.507299,/2i0OOjvi7CqNQA6ZtYJtL65P9oZ.jpg,"[{'name': 'Studio Ghibli', 'id': 10342}, {'name': 'Nibariki', 'id': 12516}, {'name': 'Tokuma Japan Communications Co. Ltd.', 'id': 12523}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1988-04-16,0.0,86.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,These strange creatures still exist in Japan. Probably.,My Neighbor Totoro,False,8.0,1730.0
False,,52000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",https://www.facebook.com/CatchMeIfYouCanMovie,640,tt0264464,en,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",19.833077,/MywWCQGJNUr5kivAQ7eseCG7rm.jpg,"[{'name': 'Kemp Company', 'id': 367}, {'name': 'Splendid Pictures', 'id': 368}, {'name': 'Parkes/MacDonald Productions', 'id': 11084}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-12-25,352114312.0,141.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,The true story of a real fake.,Catch Me If You Can,False,7.7,3917.0
False,,35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",http://www.thepianistmovie.com/,423,tt0253474,en,The Pianist,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,14.811594,/iunmxWkOi7Vk17Ob3G2HwwjgHsr.jpg,"[{'name': 'Bac Films', 'id': 208}, {'name': 'Canal+Polska', 'id': 250}, {'name': 'Heritage Films', 'id': 260}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Agencja Produkcji Filmowej', 'id': 266}, {'name': 'Beverly Detroit', 'id': 267}, {'name': 'FilmFernsehFonds Bayern', 'id': 268}, {'name': 'Filmboard Berlin-Brandenburg (FBB)', 'id': 269}, {'name': 'Mainstream S.A.', 'id': 271}, {'name': 'R.P. Productions', 'id': 355}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Filmförderungsanstalt (FFA)', 'id': 4247}, {'name': 'Canal+', 'id': 5358}, {'name': 'Interscope Communications', 'id': 10201}, {'name': 'Telewizja Polska (TVP)', 'id': 19150}, {'name': 'Runteam', 'id': 31087}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'PL', 'name': 'Poland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2002-09-24,120072577.0,150.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Music was his passion. Survival was his masterpiece.,The Pianist,False,8.1,1927.0
False,,3300000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",http://cidadededeus.globo.com/,598,tt0317248,pt,Cidade de Deus,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.",14.95927,/gCqnQaq8T4CfioP9uETLx9iMJF4.jpg,"[{'name': 'O2 Filmes', 'id': 345}, {'name': 'VideoFilmes', 'id': 346}, {'name': 'Wild Bunch', 'id': 856}, {'name': 'Globo filmes', 'id': 10954}, {'name': 'Lumiere', 'id': 11444}, {'name': 'Hank Levine Film', 'id': 11445}, {'name': 'Lereby Productions', 'id': 11446}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2002-02-05,30641770.0,130.0,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Released,"If you run you're dead... if you stay, you're dead again. Period.",City of God,False,8.2,1852.0
False,"{'id': 137697, 'name': 'Finding Nemo Collection', 'poster_path': '/xwggrEugjcJDuabIWvK2CpmK91z.jpg', 'backdrop_path': '/2hC8HHRUvwRljYKIcQDMyMbLlxz.jpg'}",94000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/finding-nemo,12,tt0266543,en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",25.497794,/syPWyeeqzTQIxjIUaIFI7d0TyEY.jpg,"[{'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-05-30,940335536.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There are 3.7 trillion fish in the ocean. They're looking for one.,Finding Nemo,False,7.6,6292.0
False,"{'id': 295, 'name': 'Pirates of the Caribbean Collection', 'poster_path': '/zT5UKFhq9nk97VGlBbAxlAK8UFN.jpg', 'backdrop_path': '/cnKAGbX1rDkAquF2V1wVkptHDJO.jpg'}",140000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html,22,tt0325980,en,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",47.326665,/tkt9xR1kNX5R9rCebASKck44si2.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-07-09,655011224.0,143.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Prepare to be blown out of the water.,Pirates of the Caribbean: The Curse of the Black Pearl,False,7.5,7191.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,18148,tt0046438,ja,東京物語,"An old couple visit their children and grandchildren in the city, but the children have little time for them.",10.009423,/mMlPycVtj0bYZvTBpHe5BpVBk2S.jpg,"[{'name': 'Shôchiku Eiga', 'id': 5070}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1953-11-03,0.0,136.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,Isn't Life Depressing?,Tokyo Story,False,8.2,190.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,3782,tt0044741,ja,生きる,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",7.843562,/1BisQQgyDKSLkdOAfwFiR8GeUod.jpg,"[{'name': 'Toho Company', 'id': 882}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1952-10-09,55240.0,143.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,One of the Great Films of Our Time!,Ikiru,False,8.1,208.0
